customer_id,customer_name,SEGMENT,orders,first_order,last_order,days_since_last
AB-10015,Aaron Bergman,Consumer,3,2014-02-18,2016-11-10,3281
ER-13855,Elpida Rittenbach,Corporate,3,2015-12-21,2016-11-04,3287
MF-17665,Maureen Fritzler,Corporate,5,2014-12-30,2016-11-04,3287
SM-20005,Sally Matthias,Consumer,4,2014-11-23,2016-11-04,3287
CS-12490,Cindy Schnelling,Corporate,4,2015-01-12,2016-11-01,3290
SS-20590,Sonia Sunley,Consumer,6,2014-08-05,2016-10-24,3298
MS-17530,MaryBeth Skach,Consumer,4,2014-11-04,2016-10-22,3300
LC-16960,Lindsay Castell,Home Office,4,2015-02-23,2016-10-20,3302
CM-12445,Chuck Magee,Consumer,3,2014-06-09,2016-10-20,3302
MS-17830,Melanie Seite,Consumer,4,2014-01-09,2016-10-04,3318
CC-12100,Chad Cunningham,Home Office,6,2014-12-16,2016-09-29,3323
JW-16075,Julia West,Consumer,4,2015-03-21,2016-09-25,3327
JS-15940,Joni Sundaresam,Home Office,5,2014-05-03,2016-09-23,3329
PW-19240,Pierre Wener,Consumer,7,2014-11-18,2016-09-22,3330
RH-19510,Rick Huthwaite,Home Office,6,2014-11-16,2016-09-19,3333
CR-12625,Corey Roper,Home Office,3,2014-06-01,2016-09-16,3336
DM-13525,Don Miller,Corporate,3,2014-07-05,2016-09-05,3347
JJ-15445,Jennifer Jackson,Consumer,5,2015-03-05,2016-09-03,3349
PK-18910,Paul Knutson,Home Office,2,2014-04-04,2016-09-03,3349
KD-16270,Karen Daniels,Consumer,5,2014-11-11,2016-09-02,3350
CS-12130,Chad Sievert,Consumer,4,2014-08-05,2016-08-28,3355
SS-20515,Shirley Schmidt,Home Office,3,2014-07-14,2016-08-26,3357
RP-19270,Rachel Payne,Corporate,4,2014-10-19,2016-08-21,3362
AO-10810,Anthony O'Donnell,Corporate,1,2016-08-16,2016-08-16,3367
TS-21160,Theresa Swint,Corporate,6,2014-04-23,2016-08-13,3370
RH-19555,Ritsa Hightower,Consumer,2,2015-12-04,2016-07-29,3385
NF-18475,Neil Franz̦sisch,Home Office,4,2014-03-14,2016-07-23,3391
JS-15880,John Stevenson,Consumer,5,2014-04-08,2016-07-14,3400
AR-10570,Anemone Ratner,Consumer,1,2016-07-14,2016-07-14,3400
RH-19600,Rob Haberlin,Consumer,3,2015-07-02,2016-07-14,3400
SW-20755,Steven Ward,Corporate,2,2014-11-02,2016-07-14,3400
Co-12640,Corey-Lock,Consumer,5,2014-06-20,2016-06-29,3415
LD-16855,Lela Donovan,Corporate,1,2016-06-26,2016-06-26,3418
MG-17695,Maureen Gnade,Consumer,3,2014-12-26,2016-06-23,3421
BS-11365,Bill Shonely,Corporate,5,2014-05-04,2016-06-20,3424
BT-11440,Bobby Trafton,Consumer,4,2014-06-04,2016-06-18,3426
VD-21670,Valerie Dominguez,Consumer,6,2014-08-04,2016-05-28,3447
BS-11665,Brian Stugart,Consumer,3,2014-06-23,2016-05-27,3448
TB-21280,Toby Braunhardt,Consumer,6,2014-06-21,2016-05-26,3449
JR-15670,Jim Radford,Consumer,2,2015-12-24,2016-05-16,3459
SM-20905,Susan MacKendrick,Consumer,1,2016-05-03,2016-05-03,3472
JL-15850,John Lucas,Consumer,6,2014-07-22,2016-04-25,3480
DJ-13420,Denny Joy,Corporate,4,2014-12-08,2016-04-02,3503
RB-19645,Robert Barroso,Corporate,5,2014-08-23,2016-03-22,3514
BT-11485,Brad Thomas,Home Office,2,2015-12-27,2016-03-11,3525
PB-19210,Phillip Breyer,Corporate,2,2014-11-23,2016-02-11,3554
CH-12070,Cathy Hwang,Home Office,3,2015-06-25,2016-02-08,3557
DF-13135,David Flashing,Consumer,3,2014-10-04,2016-01-30,3566
CM-11935,Carlos Meador,Consumer,2,2015-09-24,2016-01-22,3574
DE-13255,Deanra Eno,Home Office,5,2014-08-22,2016-01-11,3585
MP-17470,Mark Packer,Home Office,7,2014-03-30,2016-01-11,3585
JB-15925,Joni Blumstein,Consumer,3,2014-12-05,2015-12-24,3603
JJ-15760,Joel Jenkins,Home Office,2,2015-10-05,2015-12-08,3619
JG-15115,Jack Garza,Consumer,3,2014-09-21,2015-12-03,3624
GP-14740,Guy Phonely,Corporate,2,2014-04-06,2015-11-26,3631
SH-20635,Stefanie Holloman,Corporate,2,2014-12-16,2015-11-26,3631
HD-14785,Harold Dahlen,Home Office,3,2014-05-11,2015-11-22,3635
KW-16570,Kelly Williams,Consumer,4,2014-09-30,2015-11-20,3637
DH-13675,Duane Huffman,Home Office,4,2014-08-12,2015-11-15,3642
LS-17230,Lycoris Saunders,Consumer,3,2014-01-06,2015-11-14,3643
SC-20020,Sam Craven,Consumer,5,2014-03-03,2015-11-10,3647
CC-12685,Craig Carroll,Consumer,4,2014-03-22,2015-10-23,3665
DP-13165,David Philippe,Consumer,2,2014-12-02,2015-10-10,3678
PF-19120,Peter Fuller,Consumer,4,2014-05-05,2015-09-17,3701
AG-10525,Andy Gerbode,Corporate,4,2014-08-09,2015-09-07,3711
PC-19000,Pauline Chand,Home Office,2,2014-04-08,2015-08-01,3748
VT-21700,Valerie Takahito,Home Office,2,2014-06-06,2015-04-05,3866
CM-12715,Craig Molinari,Corporate,4,2014-03-07,2015-03-01,3901
RE-19405,Ricardo Emerson,Consumer,1,2014-12-29,2014-12-29,3963
GR-14560,Georgia Rosenberg,Corporate,2,2014-11-19,2014-11-21,4001
NB-18580,Nicole Brennan,Corporate,2,2014-09-26,2014-10-22,4031
